County Name,State,Household Median Income,Family's Median Income,Total Population,State Code,County Code,State Abbr
CARTER,Tennessee,38092,50352,56433,47,019,TN
GRAINGER,Tennessee,44064,52134,23101,47,057,TN
GILES,Tennessee,49614,61696,29285,47,055,TN
LAUDERDALE,Tennessee,39896,44890,25989,47,097,TN
LAWRENCE,Tennessee,43614,53420,43390,47,099,TN
MADISON,Tennessee,48161,58422,97625,47,113,TN
MARION,Tennessee,49432,57969,28538,47,115,TN
OVERTON,Tennessee,37197,53125,22068,47,133,TN
PICKETT,Tennessee,39554,46083,5079,47,137,TN
WAYNE,Tennessee,41427,51914,16693,47,181,TN
WILLIAMSON,Tennessee,112962,126774,225389,47,187,TN
BEDFORD,Tennessee,50415,56961,48292,47,003,TN
GREENE,Tennessee,42595,52889,68834,47,059,TN
CUMBERLAND,Tennessee,45958,56727,59216,47,035,TN
VAN BUREN,Tennessee,42724,52319,5760,47,175,TN
CLAIBORNE,Tennessee,36835,49135,31732,47,025,TN
HICKMAN,Tennessee,43596,52635,24813,47,081,TN
HUMPHREYS,Tennessee,45667,56186,18435,47,085,TN
PUTNAM,Tennessee,44259,57391,77447,47,141,TN
SEVIER,Tennessee,49610,58230,97068,47,155,TN
STEWART,Tennessee,45809,58093,13427,47,161,TN
CHESTER,Tennessee,51946,59863,17190,47,023,TN
DECATUR,Tennessee,42031,53090,11686,47,039,TN
JACKSON,Tennessee,35207,49530,11682,47,087,TN
MCNAIRY,Tennessee,39161,49862,25844,47,109,TN
ROANE,Tennessee,53367,69808,53075,47,145,TN
BRADLEY,Tennessee,51331,62261,105749,47,011,TN
HAMBLEN,Tennessee,43619,54554,64132,47,063,TN
UNION,Tennessee,44671,52617,19488,47,173,TN
HARDIN,Tennessee,40682,50351,25715,47,071,TN
DICKSON,Tennessee,53076,63915,52680,47,043,TN
MORGAN,Tennessee,41333,49487,21545,47,129,TN
MONROE,Tennessee,42429,53856,46064,47,123,TN
HENRY,Tennessee,40502,52742,32284,47,079,TN
CROCKETT,Tennessee,44717,56162,14399,47,033,TN
LAKE,Tennessee,35191,44840,7401,47,095,TN
KNOX,Tennessee,57470,76397,461104,47,093,TN
SAN JACINTO,Texas,41614,54384,28180,48,407,TX
UPSHUR,Texas,52162,64243,41018,48,459,TX
WALLER,Texas,59642,73884,51832,48,473,TX
WILSON,Texas,76692,88764,49173,48,493,TX
HOCKLEY,Texas,48248,56607,23064,48,219,TX
MIDLAND,Texas,79421,94223,168167,48,329,TX
LLANO,Texas,53411,62822,21047,48,299,TX
FANNIN,Texas,54648,68540,34537,48,147,TX
BRAZOS,Texas,49181,72223,222981,48,041,TX
GAINES,Texas,63054,72461,20706,48,165,TX
GRAY,Texas,47952,62078,22410,48,179,TX
JACK,Texas,52045,63105,8852,48,237,TX
BOSQUE,Texas,52148,61222,18296,48,035,TX
BEXAR,Texas,57157,68037,1952843,48,029,TX
BAYLOR,Texas,40739,58214,3577,48,023,TX
DENTON,Texas,86913,107016,833822,48,121,TX
GALVESTON,Texas,73330,89270,332885,48,167,TX
ROBERTS,Texas,68750,73750,805,48,393,TX
UVALDE,Texas,41679,51662,26920,48,463,TX
BOWIE,Texas,50164,62071,93373,48,037,TX
KENT,Texas,44688,73750,647,48,263,TX
SOMERVELL,Texas,60632,64464,8860,48,425,TX
HARDIN,Texas,60339,76146,56765,48,199,TX
LEON,Texas,43045,57173,17225,48,289,TX
NEWTON,Texas,40101,49440,13914,48,351,TX
REEVES,Texas,53311,62149,15492,48,389,TX
TRAVIS,Texas,75887,96847,1226805,48,453,TX
COLLINGSWORTH,Texas,39120,50096,2969,48,087,TX
ERATH,Texas,52742,74085,41841,48,143,TX
MOTLEY,Texas,43859,63194,1252,48,345,TX
COLEMAN,Texas,46743,58463,8334,48,083,TX
MEDINA,Texas,62599,78571,50057,48,325,TX
HENDERSON,Texas,47355,58429,81070,48,213,TX
LAMAR,Texas,45117,56906,49611,48,277,TX
KIMBLE,Texas,43328,57112,4373,48,267,TX
WASHINGTON,Texas,54971,70543,35163,48,477,TX
STEPHENS,Texas,46232,52639,9364,48,429,TX
ANDREWS,Texas,76158,83799,18036,48,003,TX
GONZALES,Texas,53577,62407,20731,48,177,TX
LYNN,Texas,43382,56098,5830,48,305,TX
ZAPATA,Texas,33952,42396,14304,48,505,TX
HOOD,Texas,64041,79373,58318,48,221,TX
KING,Texas,52083,50417,237,48,269,TX
CHEROKEE,Texas,48186,57513,52118,48,073,TX
DELTA,Texas,51038,61889,5249,48,119,TX
JONES,Texas,50344,62553,19943,48,253,TX
JIM WELLS,Texas,41505,55182,40972,48,249,TX
DALLAM,Texas,58811,69018,7304,48,111,TX
FORT BEND,Texas,97743,108211,765394,48,157,TX
IRION,Texas,47500,70972,1620,48,235,TX
WILLACY,Texas,35521,39966,21588,48,489,TX
DAWSON,Texas,43239,54596,12813,48,115,TX
BURLESON,Texas,57731,72225,18058,48,051,TX
NUECES,Texas,55919,68174,361540,48,355,TX
RAINS,Texas,51579,69225,11766,48,379,TX
REAL,Texas,35862,49950,3408,48,385,TX
STERLING,Texas,59868,70884,1231,48,431,TX
CARSON,Texas,74872,96535,6009,48,065,TX
FREESTONE,Texas,49471,63450,19714,48,161,TX
HARDEMAN,Texas,41859,53707,3945,48,197,TX
BRISCOE,Texas,40227,54300,1457,48,045,TX
LIBERTY,Texas,51494,60951,83702,48,291,TX
LOVING,Texas,83750,102917,98,48,301,TX
ROBERTSON,Texas,52928,63468,16990,48,395,TX
RUSK,Texas,55234,64068,53755,48,401,TX
TRINITY,Texas,41357,50823,14620,48,455,TX
BANDERA,Texas,58661,67216,22215,48,019,TX
CHILDRESS,Texas,43181,63298,7253,48,075,TX
COMAL,Texas,79936,93758,141642,48,091,TX
HOUSTON,Texas,37904,47624,22954,48,225,TX
NAVARRO,Texas,48529,57856,48995,48,349,TX
SCURRY,Texas,54326,67450,17096,48,415,TX
STONEWALL,Texas,51250,70385,1476,48,433,TX
BASTROP,Texas,64597,76371,84522,48,021,TX
BEE,Texas,44578,49952,32611,48,025,TX
CRANE,Texas,65969,72652,4802,48,103,TX
POLK,Texas,49279,58073,48913,48,373,TX
REFUGIO,Texas,50076,61142,7145,48,391,TX
VAN ZANDT,Texas,54654,64004,55103,48,467,TX
CALDWELL,Texas,54152,62105,42144,48,055,TX
WILBARGER,Texas,45302,54840,12833,48,487,TX
MARTIN,Texas,66610,81688,5649,48,317,TX
YOAKUM,Texas,70005,73576,8631,48,501,TX
HALE,Texas,48384,55272,33826,48,189,TX
SHELBY,Texas,42522,49894,25349,48,419,TX
RED RIVER,Texas,39142,52079,12171,48,387,TX
RUNNELS,Texas,44940,55034,10277,48,399,TX
SUTTON,Texas,54306,60792,3824,48,435,TX
TOM GREEN,Texas,53903,68942,117986,48,451,TX
VICTORIA,Texas,56834,68569,92109,48,469,TX
WHARTON,Texas,48310,61433,41577,48,481,TX
WICHITA,Texas,48650,63857,131596,48,485,TX
BORDEN,Texas,72188,96071,613,48,033,TX
MARION,Texas,37662,48585,10017,48,315,TX
MAVERICK,Texas,39625,44563,58174,48,323,TX
GRAYSON,Texas,54815,69181,131014,48,181,TX
LIVE OAK,Texas,53848,69232,12139,48,297,TX
PALO PINTO,Texas,50154,58801,28540,48,363,TX
KARNES,Texas,56127,72773,15545,48,255,TX
DEWITT,Texas,55357,70672,20340,48,123,TX
CALLAHAN,Texas,48651,63524,13856,48,059,TX
CASS,Texas,44848,54520,30059,48,067,TX
GREGG,Texas,50180,61112,123443,48,183,TX
MADISON,Texas,52664,63471,14197,48,313,TX
LUBBOCK,Texas,52429,69457,304808,48,303,TX
KAUFMAN,Texas,70107,79328,123804,48,257,TX
KENDALL,Texas,84747,101793,43769,48,259,TX
FLOYD,Texas,50580,54702,5803,48,153,TX
BAILEY,Texas,52273,62517,7100,48,017,TX
CHAMBERS,Texas,91141,105451,41305,48,071,TX
BELL,Texas,54884,64505,348574,48,027,TX
CAMERON,Texas,38758,44593,421666,48,061,TX
DEAF SMITH,Texas,49701,55694,18736,48,117,TX
EL PASO,Texas,46871,52412,836062,48,141,TX
LA SALLE,Texas,50151,54498,7416,48,283,TX
TERRELL,Texas,43208,54485,896,48,443,TX
TYLER,Texas,44497,60565,21518,48,457,TX
WHEELER,Texas,49315,55769,5338,48,483,TX
ARCHER,Texas,63835,83672,8716,48,009,TX
BREWSTER,Texas,47080,65841,9231,48,043,TX
HIDALGO,Texas,40014,44259,855176,48,215,TX
SMITH,Texas,56810,69572,227449,48,423,TX
CROCKETT,Texas,47386,57021,3484,48,105,TX
HASKELL,Texas,40313,54115,5726,48,207,TX
HOWARD,Texas,54208,65210,36349,48,227,TX
MILLS,Texas,49306,62167,4889,48,333,TX
MONTAGUE,Texas,51765,61815,19489,48,337,TX
PANOLA,Texas,52982,59416,23327,48,365,TX
SABINE,Texas,34992,50185,10471,48,403,TX
SHERMAN,Texas,51926,63194,3059,48,421,TX
SWISHER,Texas,39771,47043,7432,48,437,TX
HUNT,Texas,54959,66233,94162,48,231,TX
CAMP,Texas,48207,58455,12878,48,063,TX
HANSFORD,Texas,38000,41859,5520,48,195,TX
GUADALUPE,Texas,74496,84769,158966,48,187,TX
CLAY,Texas,55989,69818,10403,48,077,TX
HARTLEY,Texas,58298,68051,5669,48,205,TX
REAGAN,Texas,74868,79375,3766,48,383,TX
HILL,Texas,53307,62965,35689,48,217,TX
LIMESTONE,Texas,44418,54113,23417,48,293,TX
NACOGDOCHES,Texas,44847,58224,65339,48,347,TX
PARMER,Texas,55359,65000,9718,48,369,TX
PARKER,Texas,77503,90102,133811,48,367,TX
PRESIDIO,Texas,25098,33417,6975,48,377,TX
VAL VERDE,Texas,46147,50597,48969,48,465,TX
CULBERSON,Texas,37900,43854,2214,48,109,TX
ECTOR,Texas,62973,73461,160579,48,135,TX
GARZA,Texas,49627,68160,6070,48,169,TX
GLASSCOCK,Texas,78456,77941,1510,48,173,TX
GRIMES,Texas,52913,59948,27984,48,185,TX
COLLIN,Texas,96913,113471,973977,48,085,TX
ANGELINA,Texas,50453,57524,87322,48,005,TX
COTTLE,Texas,32305,39706,1642,48,101,TX
HAYS,Texas,68717,85891,213366,48,209,TX
BRAZORIA,Texas,81447,94650,360677,48,039,TX
DONLEY,Texas,42961,53125,3342,48,129,TX
ATASCOSA,Texas,55366,60968,49528,48,013,TX
NOLAN,Texas,45537,57713,14904,48,353,TX
HUDSPETH,Texas,31677,32012,4415,48,229,TX
WARD,Texas,62986,68491,11658,48,475,TX
HARRISON,Texas,52220,65116,66580,48,203,TX
MENARD,Texas,36395,53817,2119,48,327,TX
FAYETTE,Texas,60189,72565,25141,48,149,TX
WILLIAMSON,Texas,87337,100844,547604,48,491,TX
HUTCHINSON,Texas,52524,63245,21344,48,233,TX
MORRIS,Texas,41359,52799,12373,48,343,TX
ORANGE,Texas,59399,73788,84069,48,361,TX
WINKLER,Texas,60366,62958,7867,48,495,TX
HARRIS,Texas,61705,71258,4646630,48,201,TX
BURNET,Texas,59492,70806,46530,48,053,TX
GILLESPIE,Texas,59155,73481,26459,48,171,TX
DALLAS,Texas,59607,67159,2606868,48,113,TX
MCMULLEN,Texas,62000,65750,774,48,311,TX
YOUNG,Texas,50635,66381,18036,48,503,TX
JOHNSON,Texas,64359,74007,167212,48,251,TX
HOPKINS,Texas,52078,63125,36486,48,223,TX
OCHILTREE,Texas,50464,60600,10131,48,357,TX
KNOX,Texas,48798,62353,3705,48,275,TX
MCLENNAN,Texas,49778,62727,251089,48,309,TX
CONCHO,Texas,47500,64025,3266,48,095,TX
EDWARDS,Texas,40766,55250,1918,48,137,TX
EASTLAND,Texas,37276,49944,18273,48,133,TX
JEFF DAVIS,Texas,53088,61230,2241,48,243,TX
JIM HOGG,Texas,33382,43977,5231,48,247,TX
MONTGOMERY,Texas,80902,95962,571949,48,339,TX
DIMMIT,Texas,27161,31373,10438,48,127,TX
WEBB,Texas,46475,49968,273526,48,479,TX
ARMSTRONG,Texas,72500,79479,1973,48,011,TX
CASTRO,Texas,50142,61304,7673,48,069,TX
KLEBERG,Texas,43730,52327,30974,48,273,TX
COOKE,Texas,60202,73036,40041,48,097,TX
CROSBY,Texas,40759,50797,5836,48,107,TX
FISHER,Texas,46146,62000,3856,48,151,TX
DUVAL,Texas,41186,51929,11268,48,131,TX
BLANCO,Texas,66390,70767,11478,48,031,TX
JASPER,Texas,44370,59031,35506,48,241,TX
JEFFERSON,Texas,51248,62912,254340,48,245,TX
KINNEY,Texas,26738,53452,3659,48,271,TX
OLDHAM,Texas,64545,74922,2094,48,359,TX
LAMB,Texas,45111,57060,13123,48,279,TX
LIPSCOMB,Texas,59091,66750,3398,48,295,TX
MCCULLOCH,Texas,47707,59009,8057,48,307,TX
MASON,Texas,42276,62532,4186,48,319,TX
DICKENS,Texas,42540,60625,2203,48,125,TX
LEE,Texas,54744,63836,17058,48,287,TX
TARRANT,Texas,67700,79859,2049770,48,439,TX
ANDERSON,Texas,43455,53519,57810,48,001,TX
ELLIS,Texas,76871,86150,173772,48,139,TX
JACKSON,Texas,62806,73625,14816,48,239,TX
KERR,Texas,55990,66006,51843,48,265,TX
MILAM,Texas,47902,60348,24770,48,331,TX
COMANCHE,Texas,53516,60879,13529,48,093,TX
FALLS,Texas,39497,51699,17272,48,145,TX
BROOKS,Texas,28333,31385,7141,48,047,TX
AUSTIN,Texas,66206,78195,29764,48,015,TX
KENEDY,Texas,38021,40688,568,48,261,TX
COLORADO,Texas,52559,62905,21224,48,089,TX
SAN PATRICIO,Texas,56556,63337,67008,48,409,TX
RANDALL,Texas,68261,84353,134026,48,381,TX
SAN SABA,Texas,45083,58582,5991,48,411,TX
SCHLEICHER,Texas,53229,66975,2983,48,413,TX
ZAVALA,Texas,34459,36275,12039,48,507,TX
CALHOUN,Texas,58776,70735,21668,48,057,TX
FOARD,Texas,43625,52717,1275,48,155,TX
GOLIAD,Texas,60690,80625,7565,48,175,TX
HAMILTON,Texas,50825,66118,8332,48,193,TX
MITCHELL,Texas,51492,78283,8523,48,335,TX
TITUS,Texas,50196,54719,32640,48,449,TX
LAVACA,Texas,54403,69898,20021,48,285,TX
TERRY,Texas,44627,49328,12528,48,445,TX
WISE,Texas,64536,75083,66290,48,497,TX
MATAGORDA,Texas,48913,60061,36774,48,321,TX
PECOS,Texas,52397,61183,15815,48,371,TX
ROCKWALL,Texas,100920,112753,97175,48,397,TX
TAYLOR,Texas,53143,65192,136870,48,441,TX
THROCKMORTON,Texas,40000,59853,1436,48,447,TX
WALKER,Texas,43742,64925,72321,48,471,TX
WOOD,Texas,53394,64187,44366,48,499,TX
ARANSAS,Texas,45137,58299,24462,48,007,TX
COCHRAN,Texas,40962,58295,2887,48,079,TX
COKE,Texas,45000,64850,3303,48,081,TX
CORYELL,Texas,52893,59635,75280,48,099,TX
HEMPHILL,Texas,70625,84250,3994,48,211,TX
MOORE,Texas,54871,59118,21399,48,341,TX
POTTER,Texas,42528,52700,119674,48,375,TX
SAN AUGUSTINE,Texas,40353,47250,8286,48,405,TX
SHACKELFORD,Texas,46935,55500,3296,48,417,TX
STARR,Texas,30387,33231,64078,48,427,TX
UPTON,Texas,52171,71679,3659,48,461,TX
BROWN,Texas,48365,61889,37855,48,049,TX
HALL,Texas,34673,43750,3048,48,191,TX
FRANKLIN,Texas,53783,64945,10716,48,159,TX
FRIO,Texas,46729,54111,19871,48,163,TX
LAMPASAS,Texas,60772,73071,20862,48,281,TX
UTAH,Utah,74665,80937,605490,49,049,UT
DUCHESNE,Utah,63224,70456,20148,49,013,UT
UINTAH,Utah,65264,73628,36084,49,047,UT
DAVIS,Utah,83310,91815,345767,49,011,UT
EMERY,Utah,55554,70041,10117,49,015,UT
GARFIELD,Utah,54565,66322,4998,49,017,UT
MILLARD,Utah,62242,68137,12854,49,027,UT
TOOELE,Utah,74562,80480,67397,49,045,UT
WASHINGTON,Utah,59839,69727,165811,49,053,UT
KANE,Utah,47044,70236,7484,49,025,UT
SUMMIT,Utah,102958,121208,41103,49,043,UT
GRAND,Utah,51557,63550,9640,49,019,UT
PIUTE,Utah,42813,57981,1866,49,031,UT
RICH,Utah,57902,62094,2389,49,033,UT
WASATCH,Utah,85166,97335,31708,49,051,UT
BEAVER,Utah,55221,67039,6517,49,001,UT
BOX ELDER,Utah,62233,69382,53946,49,003,UT
IRON,Utah,51807,63842,51213,49,021,UT
SANPETE,Utah,53838,61904,29850,49,039,UT
SEVIER,Utah,54799,61143,21280,49,041,UT
WEBER,Utah,67244,77389,251498,49,057,UT
SAN JUAN,Utah,45394,52742,15302,49,037,UT
SALT LAKE,Utah,74865,87131,1133646,49,035,UT
DAGGETT,Utah,75417,96731,613,49,009,UT
WAYNE,Utah,44245,58478,2689,49,055,UT
CARBON,Utah,51158,63536,20308,49,007,UT
MORGAN,Utah,91341,96700,11664,49,029,UT
CACHE,Utah,59038,68046,124165,49,005,UT
JUAB,Utah,61463,69122,11301,49,023,UT
RUTLAND,Vermont,56139,74337,58892,50,021,VT
ORANGE,Vermont,60925,74857,28908,50,017,VT
WINDSOR,Vermont,60987,81081,55275,50,027,VT
ORLEANS,Vermont,49168,59165,26901,50,019,VT
GRAND ISLE,Vermont,71587,86690,7022,50,013,VT
CHITTENDEN,Vermont,73647,98436,162646,50,007,VT
LAMOILLE,Vermont,64003,76930,25318,50,015,VT
FRANKLIN,Vermont,65485,80852,49116,50,011,VT
CALEDONIA,Vermont,50563,65000,30234,50,005,VT
WINDHAM,Vermont,51985,72347,42823,50,025,VT
BENNINGTON,Vermont,56183,74170,35746,50,003,VT
ADDISON,Vermont,68825,84456,36882,50,001,VT
ESSEX,Vermont,44349,52500,6200,50,009,VT
WASHINGTON,Vermont,62791,82233,58350,50,023,VT
SURRY,Virginia,57962,72708,6523,51,181,VA
CLARKE,Virginia,80026,102986,14423,51,043,VA
MECKLENBURG,Virginia,43207,57971,30728,51,117,VA
AUGUSTA,Virginia,62711,73522,75079,51,015,VA
GOOCHLAND,Virginia,93994,112172,22865,51,075,VA
MADISON,Virginia,57895,66528,13170,51,113,VA
ROANOKE,Virginia,68948,84897,93823,51,161,VA
BRUNSWICK,Virginia,44434,50907,16520,51,025,VA
NORTHAMPTON,Virginia,47227,59717,11885,51,131,VA
ROCKBRIDGE,Virginia,54600,67862,22570,51,163,VA
NORTON CITY,Virginia,29000,44891,3970,51,720,VA
COLONIAL HEIGHTS CITY,Virginia,54550,73441,17428,51,570,VA
BLAND,Virginia,48531,54977,6388,51,021,VA
BOTETOURT,Virginia,71110,85838,33343,51,023,VA
BRISTOL CITY,Virginia,37500,53902,16912,51,520,VA
WILLIAMSBURG CITY,Virginia,57463,86250,14927,51,830,VA
CARROLL,Virginia,44835,56360,29801,51,035,VA
WASHINGTON,Virginia,48495,63232,54071,51,191,VA
PAGE,Virginia,51792,62967,23788,51,139,VA
ALEXANDRIA CITY,Virginia,100939,130395,157613,51,510,VA
HAMPTON CITY,Virginia,56287,69673,135041,51,650,VA
ARLINGTON,Virginia,120071,160810,233464,51,013,VA
BUCHANAN,Virginia,31956,40874,21788,51,027,VA
STAFFORD,Virginia,111108,120607,146773,51,179,VA
RICHMOND CITY,Virginia,47250,64504,226622,51,760,VA
ESSEX,Virginia,51954,58475,10998,51,057,VA
TAZEWELL,Virginia,42099,53458,41603,51,185,VA
MANASSAS PARK CITY,Virginia,88046,89842,16986,51,685,VA
SUSSEX,Virginia,49487,61100,11377,51,183,VA
MANASSAS CITY,Virginia,81493,86954,41174,51,683,VA
SALEM CITY,Virginia,57165,75250,25317,51,775,VA
CHARLOTTE,Virginia,40573,57292,12040,51,037,VA
GREENSVILLE,Virginia,50300,57303,11525,51,081,VA
ISLE OF WIGHT,Virginia,73991,94101,36627,51,093,VA
FRANKLIN CITY,Virginia,40417,47284,8147,51,620,VA
LEXINGTON CITY,Virginia,42632,71551,7241,51,678,VA
HENRY,Virginia,37952,49979,51308,51,089,VA
KING WILLIAM,Virginia,66987,75326,16688,51,101,VA
LOUISA,Virginia,60975,72941,36040,51,109,VA
PRINCE EDWARD,Virginia,47202,62733,22905,51,147,VA
ROCKINGHAM,Virginia,61864,72299,80284,51,165,VA
JAMES CITY,Virginia,87678,103833,74916,51,095,VA
RUSSELL,Virginia,39758,48634,27141,51,167,VA
SMYTH,Virginia,40932,52587,30767,51,173,VA
CHARLOTTESVILLE CITY,Virginia,59471,89688,47096,51,540,VA
CAMPBELL,Virginia,49664,64286,55225,51,031,VA
HENRICO,Virginia,70307,91226,327535,51,087,VA
KING GEORGE,Virginia,94274,100763,26229,51,099,VA
LANCASTER,Virginia,53711,73085,10724,51,103,VA
LEE,Virginia,32888,47048,23948,51,105,VA
MATHEWS,Virginia,64237,67152,8788,51,115,VA
MIDDLESEX,Virginia,57438,68391,10675,51,119,VA
PRINCE GEORGE,Virginia,71912,85980,38114,51,149,VA
RICHMOND,Virginia,49517,57904,8884,51,159,VA
SCOTT,Virginia,39820,52575,21902,51,169,VA
SPOTSYLVANIA,Virginia,88628,99921,132833,51,177,VA
APPOMATTOX,Virginia,58696,68619,15707,51,011,VA
FRANKLIN,Virginia,56254,66932,56187,51,067,VA
KING AND QUEEN,Virginia,63982,73393,7042,51,097,VA
MONTGOMERY,Virginia,57977,82490,98140,51,121,VA
NEW KENT,Virginia,87904,97272,21686,51,127,VA
CUMBERLAND,Virginia,47469,59620,9824,51,049,VA
DICKENSON,Virginia,29932,42622,14756,51,051,VA
HALIFAX,Virginia,42669,59179,34552,51,083,VA
LOUDOUN,Virginia,142299,160182,395134,51,107,VA
PRINCE WILLIAM,Virginia,107132,118142,461423,51,153,VA
SOUTHAMPTON,Virginia,61348,72166,17880,51,175,VA
HIGHLAND,Virginia,48587,55391,2204,51,091,VA
CAROLINE,Virginia,65103,77039,30381,51,033,VA
GLOUCESTER,Virginia,70537,84462,37222,51,073,VA
PATRICK,Virginia,43073,59897,17748,51,141,VA
POWHATAN,Virginia,89090,100216,28815,51,145,VA
SHENANDOAH,Virginia,57252,68835,43224,51,171,VA
FAUQUIER,Virginia,100783,121376,69728,51,061,VA
STAUNTON CITY,Virginia,52611,71182,24432,51,790,VA
FLUVANNA,Virginia,76873,91310,26594,51,065,VA
RADFORD CITY,Virginia,36297,65969,17691,51,750,VA
WINCHESTER CITY,Virginia,58818,69358,27897,51,840,VA
ACCOMACK,Virginia,46073,57711,32673,51,001,VA
CRAIG,Virginia,55708,78787,5110,51,045,VA
FLOYD,Virginia,51521,62428,15704,51,063,VA
GILES,Virginia,54520,61638,16772,51,071,VA
GRAYSON,Virginia,36544,49787,15742,51,077,VA
NOTTOWAY,Virginia,45535,56807,15433,51,135,VA
RAPPAHANNOCK,Virginia,74284,97895,7378,51,157,VA
CHARLES CITY,Virginia,57198,76000,7014,51,036,VA
CULPEPER,Virginia,77935,89760,51101,51,047,VA
DINWIDDIE,Virginia,60346,74674,28485,51,053,VA
GREENE,Virginia,67398,76454,19519,51,079,VA
HANOVER,Virginia,89390,105061,105537,51,085,VA
LUNENBURG,Virginia,44303,53079,12282,51,111,VA
ORANGE,Virginia,71548,83482,36010,51,137,VA
EMPORIA CITY,Virginia,27063,36771,5442,51,595,VA
WYTHE,Virginia,49364,61991,28844,51,197,VA
CHESAPEAKE CITY,Virginia,78640,90552,239982,51,550,VA
HARRISONBURG CITY,Virginia,46679,63410,53273,51,660,VA
ALBEMARLE,Virginia,79880,103077,107405,51,003,VA
BEDFORD,Virginia,64199,76536,78376,51,019,VA
BUCKINGHAM,Virginia,49025,59040,17059,51,029,VA
WISE,Virginia,38888,50302,38486,51,195,VA
COVINGTON CITY,Virginia,40655,57614,5598,51,580,VA
PORTSMOUTH CITY,Virginia,52175,61368,95097,51,740,VA
VIRGINIA BEACH CITY,Virginia,76610,88553,450201,51,810,VA
ALLEGHANY,Virginia,47673,58933,15157,51,005,VA
GALAX CITY,Virginia,33575,40972,6517,51,640,VA
WESTMORELAND,Virginia,53853,73633,17751,51,193,VA
NORTHUMBERLAND,Virginia,62632,71203,12190,51,133,VA
PULASKI,Virginia,53866,64173,34182,51,155,VA
WARREN,Virginia,69116,83884,39492,51,187,VA
DANVILLE CITY,Virginia,37203,47562,41070,51,590,VA
FREDERICKSBURG CITY,Virginia,65641,85154,28622,51,630,VA
AMHERST,Virginia,52888,70552,31775,51,009,VA
BATH,Virginia,49738,65710,4307,51,017,VA
HOPEWELL CITY,Virginia,39030,46871,22456,51,670,VA
NEWPORT NEWS CITY,Virginia,53215,64874,179673,51,700,VA
FREDERICK,Virginia,78002,88414,86415,51,069,VA
LYNCHBURG CITY,Virginia,46409,61870,80569,51,680,VA
YORK,Virginia,92069,105961,67982,51,199,VA
MARTINSVILLE CITY,Virginia,34371,44714,12852,51,690,VA
NELSON,Virginia,64313,78043,14831,51,125,VA
PITTSYLVANIA,Virginia,47690,57266,61256,51,143,VA
BUENA VISTA CITY,Virginia,32455,37574,6484,51,530,VA
FALLS CHURCH CITY,Virginia,127610,173021,14128,51,610,VA
PETERSBURG CITY,Virginia,38679,46925,31362,51,730,VA
POQUOSON CITY,Virginia,97118,109505,12090,51,735,VA
FAIRFAX CITY,Virginia,116979,142000,23531,51,600,VA
WAYNESBORO CITY,Virginia,45011,61311,22140,51,820,VA
ROANOKE CITY,Virginia,44230,54633,99229,51,770,VA
SUFFOLK CITY,Virginia,74884,87049,90093,51,800,VA
NORFOLK CITY,Virginia,51590,62016,244601,51,710,VA
AMELIA,Virginia,57946,81848,12953,51,007,VA
CHESTERFIELD,Virginia,82599,95718,343551,51,041,VA
FAIRFAX,Virginia,124831,144687,1145862,51,059,VA
THURSTON,Washington,72003,85870,279711,53,067,WA
COLUMBIA,Washington,53423,85021,3992,53,013,WA
KLICKITAT,Washington,55773,66990,21721,53,039,WA
GRAYS HARBOR,Washington,51240,65409,72779,53,027,WA
WAHKIAKUM,Washington,53227,66292,4268,53,069,WA
GRANT,Washington,55556,63644,95502,53,025,WA
SNOHOMISH,Washington,86691,101467,798808,53,061,WA
ASOTIN,Washington,53715,67772,22421,53,003,WA
ADAMS,Washington,48294,56436,19594,53,001,WA
GARFIELD,Washington,55900,70278,2230,53,023,WA
MASON,Washington,57634,69226,63804,53,045,WA
SKAGIT,Washington,67028,78153,125612,53,057,WA
STEVENS,Washington,51775,64046,44655,53,065,WA
SPOKANE,Washington,56904,73838,505505,53,063,WA
LINCOLN,Washington,54631,62354,10574,53,043,WA
CHELAN,Washington,58795,68728,76229,53,007,WA
JEFFERSON,Washington,55127,66480,31285,53,031,WA
KITSAP,Washington,75411,89107,265882,53,035,WA
KING,Washington,94974,118292,2195502,53,033,WA
PACIFIC,Washington,46733,61389,21688,53,049,WA
PEND OREILLE,Washington,50591,60149,13377,53,051,WA
SAN JUAN,Washington,63622,80566,16788,53,055,WA
SKAMANIA,Washington,65181,74643,11753,53,059,WA
WHITMAN,Washington,42745,71743,49231,53,075,WA
YAKIMA,Washington,51637,59298,249697,53,077,WA
CLALLAM,Washington,52192,68916,75392,53,009,WA
COWLITZ,Washington,54506,68419,106778,53,015,WA
FERRY,Washington,41939,56850,7578,53,019,WA
LEWIS,Washington,53484,66826,78145,53,041,WA
DOUGLAS,Washington,62951,70214,42023,53,017,WA
ISLAND,Washington,68604,77250,82866,53,029,WA
PIERCE,Washington,72113,84373,877013,53,053,WA
FRANKLIN,Washington,63584,68150,92009,53,021,WA
WALLA WALLA,Washington,57858,72479,60365,53,071,WA
WHATCOM,Washington,62984,81150,220821,53,073,WA
OKANOGAN,Washington,47240,54667,41842,53,047,WA
KITTITAS,Washington,56004,77228,45897,53,037,WA
BENTON,Washington,69023,81215,197518,53,005,WA
CLARK,Washington,75253,86832,473252,53,011,WA
SUMMERS,West Virginia,38187,49023,12848,54,089,WV
